,all_losses,percentage improvement,allentropies
101,-960.0274047851562,0.25823878906107633,27.136409759521484
102,-1661.02099609375,-1.4034088808012064,36.65943145751953
103,-1169.6700439453125,-1.4034088808012064,31.366371154785156
104,-975.1848754882812,-0.2624496522739701,34.02833557128906
105,-824.7384643554688,-0.17919975237681432,33.16687774658203
106,-914.6943359375,-0.42600374677394237,25.386716842651367
107,-1117.645751953125,-0.42600374677394237,44.754173278808594
108,-970.33740234375,-0.887864509916609,24.895294189453125
109,-882.7457275390625,-0.887864509916609,26.596786499023438
110,-793.2603149414062,-0.45553825424315214,24.821895599365234
111,-767.9067993164062,-0.43010486711266993,19.646812438964844
112,-885.5308837890625,-0.28554779241847866,30.57383155822754
113,-1653.0225830078125,-0.7606557430356451,26.701534271240234
114,-1476.0533447265625,-2.2114648730153945,29.93191909790039
115,-1355.54443359375,-2.2685412338599016,23.93970489501953
116,-2186.74658203125,-0.3207170399241068,31.055253982543945
117,-1170.889892578125,-0.45038899975376306,36.48980712890625
118,-773.2138671875,-0.0073577476859952445,27.192747116088867
119,-954.02685546875,-0.0073577476859952445,34.329193115234375
120,-708.4207153320312,-0.39476933034776945,25.200679779052734
121,-666.9151611328125,-0.21592608342305356,24.956153869628906
122,-722.75390625,0.48628925299756937,25.720626831054688
123,-857.939697265625,0.48628925299756937,25.72345733642578
124,-957.564453125,-0.32745878364764935,31.65793800354004
125,-854.0230712890625,-0.32745878364764935,37.47210693359375
126,-866.2081298828125,-0.5179703314689963,36.30561828613281
127,-977.498291015625,-0.5179703314689963,29.769149780273438
128,-777.2847290039062,-3.751315257535382,22.90096664428711
129,-841.6669921875,-3.751315257535382,21.425949096679688
130,-1310.4114990234375,-4.311186342025776,30.509389877319336
131,-1269.10498046875,-4.287594823969648,36.31761932373047
132,-1460.33349609375,-2.0902182374240725,38.93925857543945
133,-1957.4322509765625,-2.169511552042169,36.37363052368164
134,-888.009521484375,-0.36496838221565076,28.45051383972168
135,-789.9277954101562,-0.12821613412194785,34.6090087890625
136,-963.5646362304688,0.32041292480862915,24.197452545166016
137,-830.4965209960938,0.32041292480862915,26.839252471923828
138,-1144.6751708984375,-1.321672663183947,35.66575622558594
139,-761.948486328125,-1.3351820317919567,28.833791732788086
140,-1110.238037109375,-0.5318381597990361,36.238853454589844
141,-665.50634765625,-0.5318381597990361,26.668697357177734
142,-861.5552368164062,0.04521342148945377,34.617645263671875
143,-849.1060180664062,0.04521342148945377,29.314067840576172
144,-1020.6094970703125,-0.215709112551637,36.10575485229492
145,-934.5950317382812,-0.215709112551637,38.434329986572266
146,-663.9862060546875,-0.6554790398124285,27.352096557617188
147,-774.4786376953125,-0.6554790398124285,25.60333824157715
148,-858.138427734375,-0.01774811481529983,31.097200393676758
149,-1066.0364990234375,-0.01774811481529983,32.29015350341797
150,-777.2847900390625,-0.21939078973121215,28.768089294433594
151,-968.6378173828125,-0.21939078973121215,24.285247802734375
152,-1055.1744384765625,-0.4755986887073588,33.097023010253906
153,-966.8460083007812,-0.457814249715338,37.14958190917969
154,-975.4608154296875,-0.49307002193690225,29.81399917602539
155,-963.4332275390625,-0.7267706086520273,26.637475967407227
156,-867.00341796875,-0.6374446474147952,37.82556915283203
157,-793.0084838867188,-0.6374446474147952,30.854393005371094
158,-2497.29833984375,-4.110737096826404,28.576950073242188
159,-3236.9404296875,-1.3133563341500845,37.32366943359375
