,all_losses,percentage improvement,allentropies
0,-43073.140625,-105.96123711555188,171.699462890625
1,-32356.833984375,-82.85102848043388,111.387451171875
2,-8990.3076171875,-69.89444386513121,59.77520751953125
3,-6833.46875,-86.58317207292141,113.18470764160156
4,-13286.09765625,-54.08730159386242,91.52314758300781
5,-13575.1591796875,-30.142660992092974,65.09260559082031
6,-4588.322265625,-5.158610832600956,67.46837615966797
7,-2232.98486328125,-3.0860235084637235,52.29608154296875
8,-2586.7705078125,-4.4333892079714134,51.9833984375
9,-2693.46337890625,-5.865188168534084,55.7036018371582
10,-2522.61181640625,-5.151705818547991,37.800498962402344
11,-2196.93603515625,-4.77200216688794,44.783870697021484
12,-2094.435302734375,-2.2838543941910534,35.44497299194336
13,-2489.3681640625,-1.574822624018267,41.544837951660156
14,-1358.62744140625,-1.6560358212148962,46.06404113769531
15,-1050.264892578125,-1.542834789208438,45.4916877746582
16,-1165.5843505859375,-2.330005620901343,37.512027740478516
17,-1275.1163330078125,-2.2810630607251783,34.7392578125
18,-1585.906494140625,-6.664132661156549,32.372955322265625
19,-1218.47509765625,-5.276690213881856,36.482078552246094
20,-919.9302978515625,-2.2116324850574345,23.99508285522461
21,-1274.61572265625,-1.293766857449231,19.8553409576416
22,-1085.320068359375,-0.8937447176321208,28.974714279174805
23,-905.6533203125,-0.7885998787885475,32.384376525878906
24,-1146.5247802734375,-1.425180656253844,35.441375732421875
25,-1031.3394775390625,-1.369268848703604,28.801183700561523
26,-979.85791015625,-1.1883727869608425,29.20220947265625
27,-839.2343139648438,-1.1089931446154755,28.389759063720703
28,-1135.6148681640625,-0.853656189165973,42.19112014770508
29,-785.2988891601562,-0.7143173069582371,30.76592254638672
30,-842.3175048828125,-0.5866224502637202,31.144929885864258
31,-899.001220703125,-0.3737835679551421,37.47964859008789
32,-1104.296875,-1.3480872093359582,38.72327423095703
33,-1215.2313232421875,-0.7918966848152852,39.39323425292969
34,-982.99609375,-2.4829203593295044,31.375167846679688
35,-1060.31201171875,-2.0837079483405847,31.393070220947266
36,-927.8880004882812,-1.218991032159137,24.95945167541504
37,-826.4083862304688,-0.8000938898105033,28.55143165588379
38,-1119.6578369140625,-2.5075276948334784,28.493715286254883
39,-997.190673828125,-3.3671246485267794,28.06155776977539
40,-939.61376953125,-0.46615953380998865,30.526979446411133
41,-940.725830078125,0.044849033867845174,29.025646209716797
42,-1023.883544921875,-0.27591430762355745,32.64620590209961
43,-1011.1144409179688,-0.27591430762355745,28.040647506713867
44,-962.6951293945312,-0.14860054834931402,35.67302322387695
45,-1049.7244873046875,-0.2535282884341697,39.59844207763672
46,-780.9483642578125,0.04203934776382635,25.296546936035156
47,-888.066162109375,0.04203934776382635,26.92183494567871
48,-1648.4188232421875,-2.073423145369994,32.61833572387695
49,-2359.868408203125,-2.073423145369994,31.143871307373047
50,-1154.490966796875,-0.5130474277157794,28.479724884033203
51,-863.24951171875,-0.043760638027249735,30.304515838623047
52,-1012.0665283203125,-0.49768338394968265,25.828229904174805
53,-908.375244140625,-0.4873023311653212,30.67182731628418
54,-1108.66943359375,-0.6508826008716408,29.025463104248047
55,-913.255859375,-0.6918604708963308,31.477745056152344
56,-1133.2333984375,-0.46541969126425564,43.31271743774414
57,-1318.694091796875,-0.2061884327387009,44.508758544921875
58,-1046.058837890625,-0.669755955771765,25.834819793701172
59,-967.279541015625,-0.744430592565423,26.234346389770508
60,-1014.1176147460938,-1.4082775315074965,29.818126678466797
61,-1271.216552734375,-1.5362874179015547,31.90008544921875
62,-1408.457275390625,-3.129727200254815,41.65338897705078
63,-1600.06689453125,-4.0025239316695815,33.882503509521484
64,-1830.384521484375,-0.5971876037683145,37.889556884765625
65,-1335.1043701171875,-0.6472446931795375,35.30767059326172
66,-1429.458740234375,-0.5808438595417866,35.290985107421875
67,-1192.3837890625,-0.6652159331980199,36.904197692871094
68,-1173.58056640625,-0.4822288812196051,33.67316436767578
69,-1033.8809814453125,-1.2987191472955772,41.01475524902344
70,-963.2886962890625,-0.9962608015082606,31.079360961914062
71,-1195.6976318359375,-0.8552767027049332,37.93101501464844
72,-875.9256591796875,-1.0637446984248102,34.01905059814453
73,-976.9003295898438,-0.9405914644917277,35.391658782958984
74,-891.9656982421875,-0.1894195730052226,31.82532501220703
75,-985.121826171875,-0.1894195730052226,33.22431945800781
76,-1161.1514892578125,-0.3571046487579252,32.528663635253906
77,-892.7174072265625,-0.3571046487579252,33.76433563232422
78,-957.151123046875,-1.0325674589266487,30.501834869384766
79,-1034.0809326171875,-0.9824683649516383,23.945449829101562
80,-889.612060546875,-1.8150611524564078,24.82024574279785
81,-1085.3812255859375,-3.1948346196565605,41.85087203979492
82,-723.5636596679688,-0.517945363302393,28.141794204711914
83,-720.23388671875,-0.7062864566222086,30.741334915161133
84,-1125.4581298828125,-0.25328750906119174,27.935163497924805
85,-895.77197265625,-0.4713345043439861,34.32634735107422
86,-993.485107421875,-0.7252298155487603,23.911327362060547
87,-1871.9619140625,-0.567132846969826,35.459381103515625
88,-1113.43017578125,-2.501066215348493,31.381954193115234
89,-930.7720947265625,-2.501066215348493,28.673999786376953
90,-1256.5732421875,-1.255772449204667,30.245258331298828
91,-1341.578125,-1.255772449204667,30.66539764404297
92,-824.3509521484375,-0.03021679481979636,28.940837860107422
93,-816.4451904296875,-0.03021679481979636,32.55609893798828
94,-1087.6033935546875,-1.8595034777370496,35.339027404785156
95,-1064.8994140625,-1.8595034777370496,38.54224395751953
96,-896.548828125,-0.34989776854744825,36.66477584838867
97,-813.2999267578125,-0.4682619025941298,32.23273468017578
98,-845.5003662109375,-0.3542048673323203,37.14619445800781
99,-960.2586669921875,-0.3969174000309932,27.85072135925293
100,-851.5558471679688,-0.02145166122372772,19.148834228515625
